up:G2Q701,mtm:MYCTH_100011
up:G2Q0W8,mtm:MYCTH_2296160
up:G2Q0W9,mtm:MYCTH_2296162
up:G2Q0X0,mtm:MYCTH_2296164
up:G2Q0X1,mtm:MYCTH_2296167
up:G2Q0X2,mtm:MYCTH_2296169
up:G2Q0X3,mtm:MYCTH_2296171
up:G2Q0X5,mtm:MYCTH_2296175
up:G2Q0X6,mtm:MYCTH_2296179
up:G2Q0X8,mtm:MYCTH_2296180
up:G2Q0X9,mtm:MYCTH_2296183
up:G2Q0Y1,mtm:MYCTH_2296191
up:G2Q0Y3,mtm:MYCTH_2296196
up:G2Q0Y4,mtm:MYCTH_2296197
up:G2Q0Y6,mtm:MYCTH_2296201
up:G2Q0Y8,mtm:MYCTH_2296210
up:G2Q0Y9,mtm:MYCTH_2296214
up:G2Q0Z0,mtm:MYCTH_2296219
up:G2Q0Z1,mtm:MYCTH_2296221
up:G2Q0Z2,mtm:MYCTH_2296224
up:G2Q0Z3,mtm:MYCTH_2296228
up:G2Q0Z4,mtm:MYCTH_2296229
up:G2Q0Z6,mtm:MYCTH_2296234
up:G2Q0Z7,mtm:MYCTH_2296236
up:G2Q0Z8,mtm:MYCTH_2296237
up:G2Q103,mtm:MYCTH_2296246
up:G2Q104,mtm:MYCTH_2296247
up:G2Q105,mtm:MYCTH_2296252
up:G2Q107,mtm:MYCTH_2296256
up:G2Q108,mtm:MYCTH_2296260
up:G2Q109,mtm:MYCTH_2296262
up:G2Q110,mtm:MYCTH_2296263
up:G2Q111,mtm:MYCTH_2296265
up:G2Q112,mtm:MYCTH_2296269
up:G2Q113,mtm:MYCTH_2296271
up:G2Q116,mtm:MYCTH_2296277
up:G2Q117,mtm:MYCTH_2296279
up:G2Q120,mtm:MYCTH_2296287
up:G2Q121,mtm:MYCTH_2296291
up:G2Q1D0,mtm:MYCTH_2296293
up:G2Q1D2,mtm:MYCTH_2296296
up:G2Q1D3,mtm:MYCTH_2296297
up:G2Q1D4,mtm:MYCTH_2296298
up:G2Q1D5,mtm:MYCTH_2296300
up:G2Q1D7,mtm:MYCTH_2296305
up:G2Q1D8,mtm:MYCTH_2296309
up:G2Q1E1,mtm:MYCTH_2296319
up:G2Q1E2,mtm:MYCTH_2296320
up:G2Q1E3,mtm:MYCTH_2296323
up:G2Q1E4,mtm:MYCTH_2296328
up:G2Q1E5,mtm:MYCTH_2296333
up:G2Q1E7,mtm:MYCTH_2296336
up:G2Q1E9,mtm:MYCTH_2296345
up:G2Q1F0,mtm:MYCTH_2296350
up:G2Q1F2,mtm:MYCTH_2296357
up:G2Q1F3,mtm:MYCTH_2296360
up:G2Q1F4,mtm:MYCTH_2296361
up:G2Q1F5,mtm:MYCTH_2296362
up:G2Q1F7,mtm:MYCTH_2296363
up:G2Q1F9,mtm:MYCTH_2296368
up:G2Q1G1,mtm:MYCTH_2296370
up:G2Q1G2,mtm:MYCTH_2296372
up:G2Q1G3,mtm:MYCTH_2296376
up:G2Q1G4,mtm:MYCTH_2296378
up:G2Q1G5,mtm:MYCTH_2296379
up:G2Q1G6,mtm:MYCTH_2296381
up:G2Q1G7,mtm:MYCTH_2296382
up:G2Q1G8,mtm:MYCTH_2296384
up:G2Q1G9,mtm:MYCTH_2296388
up:G2Q1H0,mtm:MYCTH_2296392
up:G2Q1H1,mtm:MYCTH_2296393
up:G2Q1H2,mtm:MYCTH_2296395
up:G2Q1H3,mtm:MYCTH_2296399
up:G2Q1H4,mtm:MYCTH_2296403
up:G2Q1H5,mtm:MYCTH_2296408
up:G2Q1H6,mtm:MYCTH_2296409
up:G2Q1H7,mtm:MYCTH_2296410
up:G2Q1H8,mtm:MYCTH_2296412
up:G2Q1I1,mtm:MYCTH_2296424
up:G2Q1I2,mtm:MYCTH_2296428
up:G2Q1I3,mtm:MYCTH_2296430
up:G2Q1U2,mtm:MYCTH_2296432
up:G2Q1U3,mtm:MYCTH_2296433
up:G2Q1U4,mtm:MYCTH_2296436
up:G2Q1U5,mtm:MYCTH_2296438
up:G2Q1U8,mtm:MYCTH_2296446
up:G2Q1U9,mtm:MYCTH_2296450
up:G2Q1V1,mtm:MYCTH_2296456
up:G2Q1V3,mtm:MYCTH_2296460
up:G2Q1V4,mtm:MYCTH_2296462
up:G2Q1V5,mtm:MYCTH_2296465
up:G2Q1V6,mtm:MYCTH_2296469
up:G2Q1V7,mtm:MYCTH_2296472
up:G2Q1V8,mtm:MYCTH_2296474
up:G2Q1V9,mtm:MYCTH_2296478
up:G2Q1W0,mtm:MYCTH_2296480
up:G2Q1W2,mtm:MYCTH_2296486
up:G2Q1W4,mtm:MYCTH_2296492
up:G2Q1W7,mtm:MYCTH_2296499
up:G2Q1W8,mtm:MYCTH_2296502
up:G2Q1W9,mtm:MYCTH_2296504
up:G2Q1X0,mtm:MYCTH_2296508
up:G2Q1X2,mtm:MYCTH_2296513
up:G2Q1X6,mtm:MYCTH_2296525
up:G2Q1Y1,mtm:MYCTH_2296527
up:G2Q1Y2,mtm:MYCTH_2296529
up:G2Q1Y3,mtm:MYCTH_2296531
up:G2Q1Y5,mtm:MYCTH_2296536
up:G2Q1Y7,mtm:MYCTH_2296547
up:G2Q1Y9,mtm:MYCTH_2296558
up:G2Q1Z1,mtm:MYCTH_2296565
up:G2Q1Z5,mtm:MYCTH_2296570
up:G2Q2A4,mtm:MYCTH_2296573
up:G2Q2A5,mtm:MYCTH_2296575
up:G2Q2A6,mtm:MYCTH_2296578
up:G2Q2A8,mtm:MYCTH_2296585
up:G2Q2A9,mtm:MYCTH_2296586
up:G2Q2B0,mtm:MYCTH_2296588
up:G2Q2B1,mtm:MYCTH_2296591
up:G2Q2B2,mtm:MYCTH_2296595
up:G2Q2B5,mtm:MYCTH_2296599
up:G2Q2B6,mtm:MYCTH_2296601
up:G2Q2B7,mtm:MYCTH_2296602
up:G2Q2C2,mtm:MYCTH_2296610
up:G2Q2C4,mtm:MYCTH_2296615
up:G2Q2C6,mtm:MYCTH_2296617
up:G2Q2C7,mtm:MYCTH_2296618
up:G2Q2C8,mtm:MYCTH_2296621
up:G2Q2D0,mtm:MYCTH_2296626
up:G2Q2D1,mtm:MYCTH_2296628
up:G2Q2D3,mtm:MYCTH_2296636
up:G2Q2D4,mtm:MYCTH_2296643
up:G2Q2D5,mtm:MYCTH_2296645
up:G2Q2E0,mtm:MYCTH_2296654
up:G2Q2E1,mtm:MYCTH_2296655
up:G2Q2E2,mtm:MYCTH_2296656
up:G2Q2E3,mtm:MYCTH_2296662
up:G2Q2E4,mtm:MYCTH_2296663
up:G2Q2E7,mtm:MYCTH_2296673
up:G2Q2E8,mtm:MYCTH_2296676
up:G2Q2F0,mtm:MYCTH_2296679
up:G2Q2F2,mtm:MYCTH_2296681
up:G2Q2F3,mtm:MYCTH_2296685
up:G2Q2F5,mtm:MYCTH_2296687
up:G2Q2F6,mtm:MYCTH_2296691
up:G2Q2R5,mtm:MYCTH_2296694
up:G2Q2R7,mtm:MYCTH_2296698
up:G2Q2R8,mtm:MYCTH_2296700
up:G2Q2S0,mtm:MYCTH_2296708
up:G2Q2S2,mtm:MYCTH_2296711
up:G2Q2S3,mtm:MYCTH_2296713
up:G2Q2S5,mtm:MYCTH_2296721
up:G2Q2S6,mtm:MYCTH_2296723
up:G2Q2S7,mtm:MYCTH_2296724
up:G2Q2S8,mtm:MYCTH_2296728
up:G2Q2S9,mtm:MYCTH_2296730
up:G2Q2T0,mtm:MYCTH_2296734
up:G2Q2T1,mtm:MYCTH_2296735
up:G2Q2T2,mtm:MYCTH_2296741
up:G2Q2T9,mtm:MYCTH_2296757
up:G2Q2U3,mtm:MYCTH_2296763
up:G2Q2U4,mtm:MYCTH_2296764
up:G2Q2U5,mtm:MYCTH_2296766
up:G2Q2U6,mtm:MYCTH_2296769
up:G2Q2U7,mtm:MYCTH_2296770
up:G2Q2U9,mtm:MYCTH_2296774
up:G2Q2V0,mtm:MYCTH_2296776
up:G2Q2V1,mtm:MYCTH_2296778
up:G2Q2V2,mtm:MYCTH_2296781
up:G2Q2V3,mtm:MYCTH_2296782
up:G2Q2V4,mtm:MYCTH_2296783
up:G2Q2V5,mtm:MYCTH_2296784
up:G2Q2V6,mtm:MYCTH_2296788
up:G2Q2V7,mtm:MYCTH_2296792
up:G2Q2W0,mtm:MYCTH_2296798
up:G2Q2W1,mtm:MYCTH_2296800
up:G2Q2W2,mtm:MYCTH_2296802
up:G2Q2W4,mtm:MYCTH_2296804
up:G2Q2W5,mtm:MYCTH_2296805
up:G2Q2W8,mtm:MYCTH_2296807
up:G2Q378,mtm:MYCTH_2296812
up:G2Q379,mtm:MYCTH_2296814
up:G2Q381,mtm:MYCTH_2296820
up:G2Q383,mtm:MYCTH_2296824
up:G2Q389,mtm:MYCTH_2296837
up:G2Q390,mtm:MYCTH_2296840
up:G2Q392,mtm:MYCTH_2296844
up:G2Q393,mtm:MYCTH_2296847
up:G2Q394,mtm:MYCTH_2296852
up:G2Q395,mtm:MYCTH_2296854
up:G2Q397,mtm:MYCTH_2296859
up:G2Q398,mtm:MYCTH_2296861
up:G2Q3A0,mtm:MYCTH_2296866
up:G2Q3A4,mtm:MYCTH_2296873
up:G2Q3A6,mtm:MYCTH_2296875
up:G2Q3A7,mtm:MYCTH_2296876
up:G2Q3A9,mtm:MYCTH_2296883
up:G2Q3B1,mtm:MYCTH_2296887
up:G2Q3B2,mtm:MYCTH_2296889
up:G2Q3B4,mtm:MYCTH_2296892
up:G2Q3B5,mtm:MYCTH_2296894
up:G2Q3B9,mtm:MYCTH_2296904
up:G2Q3C1,mtm:MYCTH_2296905
up:G2Q3C3,mtm:MYCTH_2296912
up:G2Q3C4,mtm:MYCTH_2296914
up:G2Q3C5,mtm:MYCTH_2296915
up:G2Q3N6,mtm:MYCTH_2296918
up:G2Q3N8,mtm:MYCTH_2296919
up:G2Q3N9,mtm:MYCTH_2296924
up:G2Q3P2,mtm:MYCTH_2296933
up:G2Q3P3,mtm:MYCTH_2296934
up:G2Q3P4,mtm:MYCTH_2296935
up:G2Q3P5,mtm:MYCTH_2296936
up:G2Q3P6,mtm:MYCTH_2296937
up:G2Q3P7,mtm:MYCTH_2296938
up:G2Q3P8,mtm:MYCTH_2296939
up:G2Q3Q0,mtm:MYCTH_2296944
up:G2Q3Q1,mtm:MYCTH_2296946
up:G2Q3Q4,mtm:MYCTH_2296955
up:G2Q3Q6,mtm:MYCTH_2296956
up:G2Q3Q7,mtm:MYCTH_2296957
up:G2Q3Q8,mtm:MYCTH_2296959
up:G2Q3Q9,mtm:MYCTH_2296960
up:G2Q3R0,mtm:MYCTH_2296962
up:G2Q3R2,mtm:MYCTH_2296965
up:G2Q3R3,mtm:MYCTH_2296969
up:G2Q3R6,mtm:MYCTH_2296974
up:G2Q3R7,mtm:MYCTH_2296978
up:G2Q3S0,mtm:MYCTH_2296986
up:G2Q3S1,mtm:MYCTH_2296992
up:G2Q3S2,mtm:MYCTH_2296994
up:G2Q3S4,mtm:MYCTH_2296996
up:G2Q3S5,mtm:MYCTH_2296998
up:G2Q3S8,mtm:MYCTH_2297002
up:G2Q3S9,mtm:MYCTH_2297004
up:G2Q3T0,mtm:MYCTH_2297007
up:G2Q3T1,mtm:MYCTH_2297010
up:G2Q3T2,mtm:MYCTH_2297012
up:G2Q3T5,mtm:MYCTH_2297018
up:G2Q3T6,mtm:MYCTH_2297020
up:G2Q3T8,mtm:MYCTH_2297028
up:G2Q447,mtm:MYCTH_2297030
up:G2Q448,mtm:MYCTH_2297033
up:G2Q450,mtm:MYCTH_2297035
up:G2Q451,mtm:MYCTH_2297038
up:G2Q452,mtm:MYCTH_2297042
up:G2Q454,mtm:MYCTH_2297044
up:G2Q455,mtm:MYCTH_2297048
up:G2Q456,mtm:MYCTH_2297052
up:G2Q459,mtm:MYCTH_2297055
up:G2Q462,mtm:MYCTH_2297059
up:G2Q465,mtm:MYCTH_2297063
up:G2Q466,mtm:MYCTH_2297066
up:G2Q468,mtm:MYCTH_2297068
up:G2Q469,mtm:MYCTH_2297070
up:G2Q470,mtm:MYCTH_2297073
up:G2Q471,mtm:MYCTH_2297077
up:G2Q473,mtm:MYCTH_2297080
up:G2Q475,mtm:MYCTH_2297081
up:G2Q476,mtm:MYCTH_2297082
up:G2Q477,mtm:MYCTH_2297084
up:G2Q478,mtm:MYCTH_2297085
up:G2Q479,mtm:MYCTH_2297087
up:G2Q481,mtm:MYCTH_2297089
up:G2Q489,mtm:MYCTH_2297116
up:G2Q491,mtm:MYCTH_2297117
up:G2Q493,mtm:MYCTH_2297118
up:G2Q494,mtm:MYCTH_2297119
up:G2Q495,mtm:MYCTH_2297121
up:G2Q499,mtm:MYCTH_2297125
up:G2Q4A0,mtm:MYCTH_2297126
up:G2Q4K9,mtm:MYCTH_2297128
up:G2Q4L0,mtm:MYCTH_2297131
up:G2Q4L1,mtm:MYCTH_2297132
up:G2Q4L2,mtm:MYCTH_2297133
up:G2Q4L3,mtm:MYCTH_2297134
up:G2Q4L5,mtm:MYCTH_2297138
up:G2Q4L6,mtm:MYCTH_2297142
up:G2Q4M1,mtm:MYCTH_2297159
up:G2Q4M7,mtm:MYCTH_2297165
up:G2Q4M8,mtm:MYCTH_2297167
up:G2Q4M9,mtm:MYCTH_2297169
up:G2Q4N1,mtm:MYCTH_2297170
up:G2Q4N2,mtm:MYCTH_2297171
up:G2Q4N3,mtm:MYCTH_2297174
up:G2Q4N5,mtm:MYCTH_2297176
up:G2Q4N6,mtm:MYCTH_2297177
up:G2Q4N7,mtm:MYCTH_2297179
up:G2Q4N9,mtm:MYCTH_2297182
up:G2Q4P0,mtm:MYCTH_2297184
up:G2Q4P1,mtm:MYCTH_2297186
up:G2Q4P3,mtm:MYCTH_2297192
up:G2Q4P4,mtm:MYCTH_2297195
up:G2Q4P8,mtm:MYCTH_2297201
up:G2Q4P9,mtm:MYCTH_2297204
up:G2Q4Q0,mtm:MYCTH_2297207
up:G2Q4Q1,mtm:MYCTH_2297208
up:G2Q4Q3,mtm:MYCTH_2297213
up:G2Q4Q4,mtm:MYCTH_2297214
up:G2Q510,mtm:MYCTH_2297217
up:G2Q513,mtm:MYCTH_2297226
up:G2Q514,mtm:MYCTH_2297229
up:G2Q515,mtm:MYCTH_2297230
up:G2Q516,mtm:MYCTH_2297239
up:G2Q518,mtm:MYCTH_2297242
up:G2Q519,mtm:MYCTH_2297243
up:G2Q520,mtm:MYCTH_2297244
up:G2Q522,mtm:MYCTH_2297246
up:G2Q523,mtm:MYCTH_2297247
up:G2Q525,mtm:MYCTH_2297251
up:G2Q526,mtm:MYCTH_2297253
up:G2Q527,mtm:MYCTH_2297256
up:G2Q530,mtm:MYCTH_2297263
up:G2Q531,mtm:MYCTH_2297265
up:G2Q532,mtm:MYCTH_2297267
up:G2Q533,mtm:MYCTH_2297268
up:G2Q535,mtm:MYCTH_2297273
up:G2Q537,mtm:MYCTH_2297279
up:G2Q539,mtm:MYCTH_2297281
up:G2Q540,mtm:MYCTH_2297284
up:G2Q542,mtm:MYCTH_2297287
up:G2Q543,mtm:MYCTH_2297289
up:G2Q544,mtm:MYCTH_2297291
up:G2Q545,mtm:MYCTH_2297292
up:G2Q546,mtm:MYCTH_2297294
up:G2Q548,mtm:MYCTH_2297296
up:G2Q549,mtm:MYCTH_2297299
up:G2Q553,mtm:MYCTH_2297305
up:G2Q554,mtm:MYCTH_2297307
up:G2Q555,mtm:MYCTH_2297308
up:G2Q558,mtm:MYCTH_2297312
up:G2Q561,mtm:MYCTH_2297319
up:G2Q5G7,mtm:MYCTH_2297322
up:G2Q5G8,mtm:MYCTH_2297323
up:G2Q5G9,mtm:MYCTH_2297324
up:G2Q5H1,mtm:MYCTH_2297331
up:G2Q5H2,mtm:MYCTH_2297332
up:G2Q5H5,mtm:MYCTH_2297337
up:G2Q5H6,mtm:MYCTH_2297338
up:G2Q5H9,mtm:MYCTH_2297347
up:G2Q5I0,mtm:MYCTH_2297348
up:G2Q5I2,mtm:MYCTH_2297356
up:G2Q5I3,mtm:MYCTH_2297358
up:G2Q5I4,mtm:MYCTH_2297359
up:G2Q5I5,mtm:MYCTH_2297360
up:G2Q5I7,mtm:MYCTH_2297364
up:G2Q5I8,mtm:MYCTH_2297367
up:G2Q5I9,mtm:MYCTH_2297369
up:G2Q5J0,mtm:MYCTH_2297371
up:G2Q5J2,mtm:MYCTH_2297374
up:G2Q5J3,mtm:MYCTH_2297376
up:G2Q5J6,mtm:MYCTH_2297381
up:G2Q5J7,mtm:MYCTH_2297386
up:G2Q5J8,mtm:MYCTH_2297389
up:G2Q5J9,mtm:MYCTH_2297393
up:G2Q5K0,mtm:MYCTH_2297398
up:G2Q5K1,mtm:MYCTH_2297401
up:G2Q5K2,mtm:MYCTH_2297404
up:G2Q5K3,mtm:MYCTH_2297405
up:G2Q5K4,mtm:MYCTH_2297409
up:G2Q5K5,mtm:MYCTH_2297411
up:G2Q5K6,mtm:MYCTH_2297413
up:G2Q5K7,mtm:MYCTH_2297415
up:G2Q5K8,mtm:MYCTH_2297416
up:G2Q5L0,mtm:MYCTH_2297420
up:G2Q5L1,mtm:MYCTH_2297423
up:G2Q5L2,mtm:MYCTH_2297426
up:G2Q5L3,mtm:MYCTH_2297430
up:G2Q5L5,mtm:MYCTH_2297436
up:G2Q5L6,mtm:MYCTH_2297437
up:G2Q5L8,mtm:MYCTH_2297440
up:G2Q5L9,mtm:MYCTH_2297441
up:G2Q5X6,mtm:MYCTH_2297442
up:G2Q5X7,mtm:MYCTH_2297444
up:G2Q5X8,mtm:MYCTH_2297445
up:G2Q5X9,mtm:MYCTH_2297450
up:G2Q5Y2,mtm:MYCTH_2297454
up:G2Q5Y3,mtm:MYCTH_2297460
up:G2Q5Y4,mtm:MYCTH_2297462
up:G2Q5Y5,mtm:MYCTH_2297465
up:G2Q5Y6,mtm:MYCTH_2297467
up:G2Q5Y8,mtm:MYCTH_2297469
up:G2Q5Z1,mtm:MYCTH_2297473
up:G2Q5Z2,mtm:MYCTH_2297476
up:G2Q5Z3,mtm:MYCTH_2297477
up:G2Q5Z5,mtm:MYCTH_2297479
up:G2Q5Z6,mtm:MYCTH_2297482
up:G2Q5Z7,mtm:MYCTH_2297483
up:G2Q5Z8,mtm:MYCTH_2297485
up:G2Q600,mtm:MYCTH_2297489
up:G2Q602,mtm:MYCTH_2297494
up:G2Q605,mtm:MYCTH_2297503
up:G2Q606,mtm:MYCTH_2297507
up:G2Q607,mtm:MYCTH_2297512
up:G2Q608,mtm:MYCTH_2297515
up:G2Q609,mtm:MYCTH_2297516
up:G2Q610,mtm:MYCTH_2297518
up:G2Q612,mtm:MYCTH_2297526
up:G2Q615,mtm:MYCTH_2297532
up:G2Q619,mtm:MYCTH_2297538
up:G2Q620,mtm:MYCTH_2297541
up:G2Q622,mtm:MYCTH_2297544
up:G2Q623,mtm:MYCTH_2297548
up:G2Q624,mtm:MYCTH_2297550
up:G2Q625,mtm:MYCTH_2297552
up:G2Q627,mtm:MYCTH_2297559
up:G2Q6D4,mtm:MYCTH_2297565
up:G2Q6D6,mtm:MYCTH_2297568
up:G2Q6D7,mtm:MYCTH_2297570
up:G2Q6D8,mtm:MYCTH_2297571
up:G2Q6E0,mtm:MYCTH_2297573
up:G2Q6E1,mtm:MYCTH_2297574
up:G2Q6E2,mtm:MYCTH_2297575
up:G2Q6E3,mtm:MYCTH_2297579
up:G2Q6E6,mtm:MYCTH_2297587
up:G2Q6E7,mtm:MYCTH_2297588
up:G2Q6E8,mtm:MYCTH_2297590
up:G2Q6E9,mtm:MYCTH_2297591
up:G2Q6F0,mtm:MYCTH_2297594
up:G2Q6F1,mtm:MYCTH_2297595
up:G2Q6F2,mtm:MYCTH_2297596
up:G2Q6F4,mtm:MYCTH_2297601
up:G2Q6F8,mtm:MYCTH_2297629
up:G2Q6G0,mtm:MYCTH_2297636
up:G2Q6G1,mtm:MYCTH_2297637
up:G2Q6G2,mtm:MYCTH_2297639
up:G2Q6G5,mtm:MYCTH_2297644
up:G2Q6G6,mtm:MYCTH_2297650
up:G2Q6G8,mtm:MYCTH_2297656
up:G2Q6G9,mtm:MYCTH_2297659
up:G2Q6H0,mtm:MYCTH_2297668
up:G2Q6H1,mtm:MYCTH_2297673
up:G2Q6H4,mtm:MYCTH_2297683
up:G2Q6H5,mtm:MYCTH_2297685
up:G2Q6H6,mtm:MYCTH_2297686
up:G2Q6H8,mtm:MYCTH_2297694
up:G2Q6H9,mtm:MYCTH_2297696
up:G2Q6I1,mtm:MYCTH_2297705
up:G2Q6I2,mtm:MYCTH_2297709
up:G2Q6I3,mtm:MYCTH_2297711
up:G2Q6I4,mtm:MYCTH_2297718
up:G2Q6I5,mtm:MYCTH_2297723
up:G2Q6I6,mtm:MYCTH_2297728
up:G2Q6Y0,mtm:MYCTH_2297730
up:G2Q6Y3,mtm:MYCTH_2297737
up:G2Q6Y4,mtm:MYCTH_2297740
up:G2Q6Y5,mtm:MYCTH_2297743
up:G2Q6Y7,mtm:MYCTH_2297751
up:G2Q6Y8,mtm:MYCTH_2297754
up:G2Q6Y9,mtm:MYCTH_2297760
up:G2Q6Z0,mtm:MYCTH_2297761
up:G2Q6Z1,mtm:MYCTH_2297763
up:G2Q6Z2,mtm:MYCTH_2297764
up:G2Q6Z3,mtm:MYCTH_2297768
up:G2Q6Z6,mtm:MYCTH_2297779
up:G2Q6Z7,mtm:MYCTH_2297781
up:G2Q6Z8,mtm:MYCTH_2297782
up:G2Q6Z9,mtm:MYCTH_2297783
up:G2Q700,mtm:MYCTH_2297787
up:G2Q702,mtm:MYCTH_2297791
up:G2Q704,mtm:MYCTH_2297794
up:G2Q706,mtm:MYCTH_2297796
up:G2Q707,mtm:MYCTH_2297802
up:G2Q710,mtm:MYCTH_2297808
up:G2Q711,mtm:MYCTH_2297809
up:G2Q712,mtm:MYCTH_2297811
up:G2Q713,mtm:MYCTH_2297813
up:G2Q714,mtm:MYCTH_2297816
up:G2Q715,mtm:MYCTH_2297818
up:G2Q716,mtm:MYCTH_2297820
up:G2Q717,mtm:MYCTH_2297823
up:G2Q718,mtm:MYCTH_2297826
up:G2Q719,mtm:MYCTH_2297828
up:G2Q721,mtm:MYCTH_2297831
up:G2Q723,mtm:MYCTH_2297835
up:G2Q725,mtm:MYCTH_2297839
up:G2QNW7,mtm:MYCTH_2297841
up:G2Q728,mtm:MYCTH_2297847
up:G2Q729,mtm:MYCTH_2297849
up:G2Q731,mtm:MYCTH_2297853
up:G2Q732,mtm:MYCTH_2297855
up:G2PZZ6,mtm:MYCTH_2297869
up:G2PZZ7,mtm:MYCTH_2297870
up:G2PZZ8,mtm:MYCTH_2297871
up:G2Q000,mtm:MYCTH_2297873
up:G2Q003,mtm:MYCTH_2297882
up:G2Q004,mtm:MYCTH_2297883
up:G2Q006,mtm:MYCTH_2297886
up:G2Q007,mtm:MYCTH_2297887
up:G2Q009,mtm:MYCTH_2297891
up:G2Q010,mtm:MYCTH_2297894
up:G2Q011,mtm:MYCTH_2297896
up:G2Q013,mtm:MYCTH_2297904
up:G2Q016,mtm:MYCTH_2297920
up:G2Q017,mtm:MYCTH_2297925
up:G2Q018,mtm:MYCTH_2297927
up:G2Q019,mtm:MYCTH_2297930
up:G2Q020,mtm:MYCTH_2297932
up:G2Q022,mtm:MYCTH_2297938
up:G2Q023,mtm:MYCTH_2297939
up:G2Q024,mtm:MYCTH_2297943
up:G2Q025,mtm:MYCTH_2297948
up:G2Q026,mtm:MYCTH_2297950
up:G2Q028,mtm:MYCTH_2297953
up:G2Q029,mtm:MYCTH_2297954
up:G2Q030,mtm:MYCTH_2297957
up:G2Q032,mtm:MYCTH_2297964
up:G2Q034,mtm:MYCTH_2297971
up:G2Q035,mtm:MYCTH_2297975
up:G2Q036,mtm:MYCTH_2297977
up:G2Q037,mtm:MYCTH_2297981
up:G2Q038,mtm:MYCTH_2297984
up:G2Q039,mtm:MYCTH_2297985
up:G2Q0K9,mtm:MYCTH_2298010
up:G2Q0L0,mtm:MYCTH_2298011
up:G2Q0L2,mtm:MYCTH_2298018
up:G2Q0L4,mtm:MYCTH_2298027
up:G2Q0L5,mtm:MYCTH_2298028
up:G2Q0L7,mtm:MYCTH_2298031
up:G2Q0L9,mtm:MYCTH_2298035
up:G2Q0M0,mtm:MYCTH_2298036
up:G2Q0M2,mtm:MYCTH_2298040
up:G2Q0M4,mtm:MYCTH_2298042
up:G2Q0M5,mtm:MYCTH_2298045
up:G2Q0M7,mtm:MYCTH_2298049
up:G2Q0M9,mtm:MYCTH_2298055
up:G2Q0N0,mtm:MYCTH_2298057
up:G2Q0N5,mtm:MYCTH_2298064
up:G2Q0N6,mtm:MYCTH_2298071
up:G2Q0N8,mtm:MYCTH_2298080
up:G2Q0N9,mtm:MYCTH_2298082
up:G2Q0P1,mtm:MYCTH_2298084
up:G2Q0P2,mtm:MYCTH_2298086
up:G2Q0P4,mtm:MYCTH_2298090
up:G2Q0P6,mtm:MYCTH_2298093
up:G2Q0P7,mtm:MYCTH_2298096
up:G2Q0P9,mtm:MYCTH_2298100
up:G2Q0Q0,mtm:MYCTH_2298102
up:G2Q0Q1,mtm:MYCTH_2298104
up:G2Q0Q3,mtm:MYCTH_2298111
up:G2Q0Q4,mtm:MYCTH_2298114
up:G2Q0Q5,mtm:MYCTH_2298116
up:G2Q122,mtm:MYCTH_2298121
up:G2Q125,mtm:MYCTH_2298129
up:G2Q127,mtm:MYCTH_2298133
up:G2Q128,mtm:MYCTH_2298134
up:G2Q129,mtm:MYCTH_2298136
up:G2Q130,mtm:MYCTH_2298141
up:G2Q131,mtm:MYCTH_2298143
up:G2Q133,mtm:MYCTH_2298145
up:G2Q134,mtm:MYCTH_2298148
up:G2Q135,mtm:MYCTH_2298150
up:G2Q136,mtm:MYCTH_2298152
up:G2Q138,mtm:MYCTH_2298153
up:G2Q140,mtm:MYCTH_2298160
up:G2Q141,mtm:MYCTH_2298163
up:G2Q142,mtm:MYCTH_2298167
up:G2Q143,mtm:MYCTH_2298170
up:G2Q145,mtm:MYCTH_2298183
up:G2Q147,mtm:MYCTH_2298190
up:G2Q148,mtm:MYCTH_2298194
up:G2Q150,mtm:MYCTH_2298196
up:G2Q151,mtm:MYCTH_2298198
up:G2Q152,mtm:MYCTH_2298199
up:G2Q154,mtm:MYCTH_2298203
up:G2Q155,mtm:MYCTH_2298205
up:G2Q157,mtm:MYCTH_2298215
up:G2Q158,mtm:MYCTH_2298216
up:G2Q159,mtm:MYCTH_2298217
up:G2Q161,mtm:MYCTH_2298219
up:G2Q165,mtm:MYCTH_2298226
up:G2Q166,mtm:MYCTH_2298228
up:G2Q168,mtm:MYCTH_2298230
up:G2Q169,mtm:MYCTH_2298234
up:G2Q172,mtm:MYCTH_2298236
up:G2Q173,mtm:MYCTH_2298240
up:G2Q174,mtm:MYCTH_2298243
up:G2Q175,mtm:MYCTH_2298245
up:G2Q1I4,mtm:MYCTH_2298246
up:G2Q1I5,mtm:MYCTH_2298247
up:G2Q1I6,mtm:MYCTH_2298248
up:G2Q1I7,mtm:MYCTH_2298252
up:G2Q1I9,mtm:MYCTH_2298256
up:G2Q1J0,mtm:MYCTH_2298257
up:G2Q1J3,mtm:MYCTH_2298262
up:G2Q1J4,mtm:MYCTH_2298263
up:G2Q1J5,mtm:MYCTH_2298271
up:G2Q1J6,mtm:MYCTH_2298274
up:G2Q1J7,mtm:MYCTH_2298276
up:G2Q1J8,mtm:MYCTH_2298281
up:G2Q1K0,mtm:MYCTH_2298287
up:G2Q1K1,mtm:MYCTH_2298288
up:G2Q1K2,mtm:MYCTH_2298290
up:G2Q1K4,mtm:MYCTH_2298303
up:G2Q1K8,mtm:MYCTH_2298307
up:G2Q1K9,mtm:MYCTH_2298309
