id,GO,ONTOLOGY,GO_type
XP_003659144.1,"GO:0030259,GO:0005975,GO:0016758,GO:0008194","lipid glycosylation,carbohydrate metabolic process,transferase activity, transferring hexosyl groups,UDP-glycosyltransferase activity","BP,BP,MF,MF"
XP_003659148.1,GO:0003824,catalytic activity,MF
XP_003659149.1,"GO:0008290,GO:0051016,GO:0005737,GO:0003779,GO:0008290,GO:0030036","F-actin capping protein complex,barbed-end actin filament capping,cytoplasm,actin binding,F-actin capping protein complex,actin cytoskeleton organization","CC,BP,CC,MF,CC,BP"
XP_003659150.1,"GO:0006488,GO:0052824,GO:0005788,GO:0016757","dolichol-linked oligosaccharide biosynthetic process,dolichyl-pyrophosphate Man7GlcNAc2 alpha-1,6-mannosyltransferase activity,endoplasmic reticulum lumen,transferase activity, transferring glycosyl groups","BP,MF,CC,MF"
XP_003659151.1,"GO:0016787,GO:0004724","hydrolase activity,magnesium-dependent protein serine/threonine phosphatase activity","MF,MF"
XP_003659152.1,GO:0005886,plasma membrane,CC
XP_003659153.1,GO:0005515,protein binding,MF
XP_003659154.1,GO:0005515,protein binding,MF
XP_003659157.1,GO:0031417,NatC complex,CC
XP_003659158.1,"GO:0004518,GO:0004519,GO:0005634,GO:0006289,GO:0003697,GO:0003824,GO:0003677,GO:0016788","nuclease activity,endonuclease activity,nucleus,nucleotide-excision repair,single-stranded DNA binding,catalytic activity,DNA binding,hydrolase activity, acting on ester bonds","MF,MF,CC,BP,MF,MF,MF,MF"
XP_003659161.1,"GO:0010181,GO:0016491,GO:0055114,GO:0003824","FMN binding,oxidoreductase activity,oxidation-reduction process,catalytic activity","MF,MF,BP,MF"
XP_003659163.1,"GO:0003830,GO:0016020,GO:0006487","beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity,membrane,protein N-linked glycosylation","MF,CC,BP"
XP_003659165.1,"GO:0003677,GO:0004518","DNA binding,nuclease activity","MF,MF"
XP_003659166.1,"GO:0005975,GO:0016868,GO:0000287,GO:0004610,GO:0071704,GO:0016868","carbohydrate metabolic process,intramolecular transferase activity, phosphotransferases,magnesium ion binding,phosphoacetylglucosamine mutase activity,organic substance metabolic process,intramolecular transferase activity, phosphotransferases","BP,MF,MF,MF,BP,MF"
XP_003659168.1,"GO:0016274,GO:0018216","protein-arginine N-methyltransferase activity,peptidyl-arginine methylation","MF,BP"
XP_003659170.1,"GO:0003677,GO:0034061,GO:0006281,GO:0003677,GO:0003677,GO:0003887","DNA binding,DNA polymerase activity,DNA repair,DNA binding,DNA binding,DNA-directed DNA polymerase activity","MF,MF,BP,MF,MF,MF"
XP_003659172.1,GO:0035091,phosphatidylinositol binding,MF
XP_003659173.1,GO:0005525,GTP binding,MF
XP_003659175.1,"GO:0003854,GO:0006694,GO:0055114,GO:0016616","3-beta-hydroxy-delta5-steroid dehydrogenase activity,steroid biosynthetic process,oxidation-reduction process,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","MF,BP,BP,MF"
XP_003659179.1,"GO:0033255,GO:0016573","SAS acetyltransferase complex,histone acetylation","CC,BP"
XP_003659181.1,GO:0005669,transcription factor TFIID complex,CC
XP_003659182.1,"GO:0031145,GO:0005680,GO:0030071","anaphase-promoting complex-dependent catabolic process,anaphase-promoting complex,regulation of mitotic metaphase/anaphase transition","BP,CC,BP"
XP_003659184.1,"GO:0004190,GO:0006508","aspartic-type endopeptidase activity,proteolysis","MF,BP"
XP_003659186.1,"GO:0016491,GO:0055114,GO:0016620,GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,oxidoreductase activity,oxidation-reduction process","MF,BP,MF,MF,BP"
XP_003659188.1,GO:0000160,phosphorelay signal transduction system,BP
XP_003659197.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding","CC,BP,MF,MF"
XP_003659199.1,GO:0005515,protein binding,MF
XP_003659200.1,"GO:0004784,GO:0046872,GO:0006801,GO:0055114","superoxide dismutase activity,metal ion binding,superoxide metabolic process,oxidation-reduction process","MF,MF,BP,BP"
XP_003659202.1,"GO:0055085,GO:0005347","transmembrane transport,ATP transmembrane transporter activity","BP,MF"
XP_003659203.1,"GO:0061617,GO:0042407","MICOS complex,cristae formation","CC,BP"
XP_003659204.1,"GO:0006508,GO:0004222,GO:0006627,GO:0005759,GO:0004222","proteolysis,metalloendopeptidase activity,protein processing involved in protein targeting to mitochondrion,mitochondrial matrix,metalloendopeptidase activity","BP,MF,BP,CC,MF"
XP_003659206.1,"GO:0003684,GO:0006281,GO:0006281,GO:0042276,GO:0006281,GO:0003684,GO:0016779","damaged DNA binding,DNA repair,DNA repair,error-prone translesion synthesis,DNA repair,damaged DNA binding,nucleotidyltransferase activity","MF,BP,BP,BP,BP,MF,MF"
XP_003659207.1,GO:0005634,nucleus,CC
XP_003659209.1,"GO:0006468,GO:0004672,GO:0006468,GO:0005524,GO:0004672,GO:0005524","protein phosphorylation,protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity,ATP binding","BP,MF,BP,MF,MF,MF"
XP_003659212.1,GO:0032040,small-subunit processome,CC
XP_003659213.1,"GO:0003824,GO:0005975,GO:0004559,GO:0006013,GO:0003824,GO:0005975,GO:0030246","catalytic activity,carbohydrate metabolic process,alpha-mannosidase activity,mannose metabolic process,catalytic activity,carbohydrate metabolic process,carbohydrate binding","MF,BP,MF,BP,MF,BP,MF"
XP_003659215.1,"GO:0006298,GO:0030983,GO:0030983,GO:0006298,GO:0005524,GO:0006298,GO:0030983,GO:0005524","mismatch repair,mismatched DNA binding,mismatched DNA binding,mismatch repair,ATP binding,mismatch repair,mismatched DNA binding,ATP binding","BP,MF,MF,BP,MF,BP,MF,MF"
XP_003659216.1,GO:0042254,ribosome biogenesis,BP
XP_003659217.1,"GO:0036265,GO:0005515","RNA (guanine-N7)-methylation,protein binding","BP,MF"
XP_003659218.1,"GO:0051082,GO:0006457,GO:0009408,GO:0005524,GO:0051082,GO:0006457,GO:0031072,GO:0051082","unfolded protein binding,protein folding,response to heat,ATP binding,unfolded protein binding,protein folding,heat shock protein binding,unfolded protein binding","MF,BP,BP,MF,MF,BP,MF,MF"
XP_003659219.1,GO:0003682,chromatin binding,MF
XP_003659220.1,"GO:0005524,GO:0003676","ATP binding,nucleic acid binding","MF,MF"
XP_003659225.1,GO:0046872,metal ion binding,MF
XP_003659226.1,GO:0005515,protein binding,MF
XP_003659227.1,"GO:0005524,GO:0003676","ATP binding,nucleic acid binding","MF,MF"
XP_003659228.1,GO:0003676,nucleic acid binding,MF
XP_003659230.1,GO:0005515,protein binding,MF
XP_003659231.1,"GO:0006281,GO:0008270,GO:0003677,GO:0008270","DNA repair,zinc ion binding,DNA binding,zinc ion binding","BP,MF,MF,MF"
XP_003659232.1,"GO:0007094,GO:0006468,GO:0005524,GO:0004672,GO:0006468,GO:0004672","mitotic spindle assembly checkpoint,protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation,protein kinase activity","BP,BP,MF,MF,BP,MF"
XP_003659233.1,"GO:0000287,GO:0000015,GO:0004634,GO:0006096","magnesium ion binding,phosphopyruvate hydratase complex,phosphopyruvate hydratase activity,glycolytic process","MF,CC,MF,BP"
XP_003659234.1,"GO:0008237,GO:0008270,GO:0006508","metallopeptidase activity,zinc ion binding,proteolysis","MF,MF,BP"
XP_003659235.1,GO:0005515,protein binding,MF
XP_003659238.1,"GO:0006338,GO:0043486","chromatin remodeling,histone exchange","BP,BP"
XP_003659240.1,"GO:0045454,GO:0003756","cell redox homeostasis,protein disulfide isomerase activity","BP,MF"
XP_003659241.1,GO:0006623,protein targeting to vacuole,BP
XP_003659242.1,GO:0006895,Golgi to endosome transport,BP
XP_003659243.1,"GO:0008168,GO:0009452,GO:0001510","methyltransferase activity,7-methylguanosine RNA capping,RNA methylation","MF,BP,BP"
XP_003659244.1,GO:0005515,protein binding,MF
XP_003659247.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding","CC,BP,MF,MF"
XP_003659248.1,GO:0005515,protein binding,MF
XP_003659249.1,"GO:0004521,GO:0090305","endoribonuclease activity,nucleic acid phosphodiester bond hydrolysis","MF,BP"
XP_003659250.1,"GO:0006801,GO:0046872","superoxide metabolic process,metal ion binding","BP,MF"
XP_003659251.1,GO:0003824,catalytic activity,MF
XP_003659254.1,"GO:0005524,GO:0003676,GO:0006260,GO:0006281,GO:0043138,GO:0006310,GO:0004386,GO:0003676","ATP binding,nucleic acid binding,DNA replication,DNA repair,3'-5' DNA helicase activity,DNA recombination,helicase activity,nucleic acid binding","MF,MF,BP,BP,MF,BP,MF,MF"
XP_003659256.1,"GO:0015113,GO:0015112,GO:0015706,GO:0015707,GO:0016021,GO:0055085,GO:0022857","nitrite transmembrane transporter activity,nitrate transmembrane transporter activity,nitrate transport,nitrite transport,integral component of membrane,transmembrane transport,transmembrane transporter activity","MF,MF,BP,BP,CC,BP,MF"
XP_003659258.1,"GO:0019843,GO:0000470,GO:0000027","rRNA binding,maturation of LSU-rRNA,ribosomal large subunit assembly","MF,BP,BP"
XP_003659260.1,"GO:0003824,GO:0019346,GO:0030170","catalytic activity,transsulfuration,pyridoxal phosphate binding","MF,BP,MF"
XP_003659262.1,"GO:0016020,GO:0015103,GO:0015297,GO:0016021","membrane,inorganic anion transmembrane transporter activity,antiporter activity,integral component of membrane","CC,MF,MF,CC"
XP_003659263.1,"GO:0004843,GO:0006511,GO:0006511,GO:0004843","thiol-dependent ubiquitin-specific protease activity,ubiquitin-dependent protein catabolic process,ubiquitin-dependent protein catabolic process,thiol-dependent ubiquitin-specific protease activity","MF,BP,BP,MF"
XP_003659265.1,"GO:0003723,GO:0003676","RNA binding,nucleic acid binding","MF,MF"
XP_003659266.1,"GO:0005634,GO:0051382","nucleus,kinetochore assembly","CC,BP"
XP_003659267.1,"GO:0004170,GO:0006226,GO:0000287,GO:0046081","dUTP diphosphatase activity,dUMP biosynthetic process,magnesium ion binding,dUTP catabolic process","MF,BP,MF,BP"
XP_003659268.1,"GO:0008478,GO:0009443","pyridoxal kinase activity,pyridoxal 5'-phosphate salvage","MF,BP"
XP_003659269.1,"GO:0006275,GO:0003677,GO:0006275,GO:0030337,GO:0003677","regulation of DNA replication,DNA binding,regulation of DNA replication,DNA polymerase processivity factor activity,DNA binding","BP,MF,BP,MF,MF"
XP_003659270.1,GO:0017022,myosin binding,MF
XP_003659271.1,"GO:0072546,GO:0005783,GO:0016021","ER membrane protein complex,endoplasmic reticulum,integral component of membrane","CC,CC,CC"
XP_003659272.1,"GO:0005525,GO:0003924","GTP binding,GTPase activity","MF,MF"
XP_003659274.1,"GO:0004386,GO:0005524,GO:0003676","helicase activity,ATP binding,nucleic acid binding","MF,MF,MF"
XP_003659275.1,"GO:0005739,GO:0034553","mitochondrion,mitochondrial respiratory chain complex II assembly","CC,BP"
XP_003659276.1,"GO:0006629,GO:0005515,GO:0043531","lipid metabolic process,protein binding,ADP binding","BP,MF,MF"
XP_003659280.1,GO:0003824,catalytic activity,MF
XP_003659283.1,"GO:0005737,GO:0000166,GO:0006419,GO:0005524,GO:0000166,GO:0004813,GO:0000166,GO:0043039,GO:0005524,GO:0004812,GO:0004813,GO:0006419,GO:0005524,GO:0004813,GO:0003676,GO:0006419,GO:0005737,GO:0005524,GO:0000166,GO:0004813,GO:0003676","cytoplasm,nucleotide binding,alanyl-tRNA aminoacylation,ATP binding,nucleotide binding,alanine-tRNA ligase activity,nucleotide binding,tRNA aminoacylation,ATP binding,aminoacyl-tRNA ligase activity,alanine-tRNA ligase activity,alanyl-tRNA aminoacylation,ATP binding,alanine-tRNA ligase activity,nucleic acid binding,alanyl-tRNA aminoacylation,cytoplasm,ATP binding,nucleotide binding,alanine-tRNA ligase activity,nucleic acid binding","CC,MF,BP,MF,MF,MF,MF,BP,MF,MF,MF,BP,MF,MF,MF,BP,CC,MF,MF,MF,MF"
XP_003659285.1,GO:0006535,cysteine biosynthetic process from serine,BP
XP_003659286.1,"GO:0006351,GO:0006355,GO:0005634,GO:0006351,GO:0003676,GO:0006351,GO:0008270,GO:0003676,GO:0005634","transcription, DNA-templated,regulation of transcription, DNA-templated,nucleus,transcription, DNA-templated,nucleic acid binding,transcription, DNA-templated,zinc ion binding,nucleic acid binding,nucleus","BP,BP,CC,BP,MF,BP,MF,MF,CC"
XP_003659289.1,"GO:0016705,GO:0020037,GO:0005506,GO:0055114,GO:0016705,GO:0005506,GO:0020037,GO:0055114","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding,iron ion binding,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,iron ion binding,heme binding,oxidation-reduction process","MF,MF,MF,BP,MF,MF,MF,BP"
XP_003659292.1,"GO:0005524,GO:0006418,GO:0004812,GO:0000166,GO:0005524,GO:0004812,GO:0006418,GO:0000166,GO:0005737,GO:0005524,GO:0004812,GO:0005524,GO:0016874","ATP binding,tRNA aminoacylation for protein translation,aminoacyl-tRNA ligase activity,nucleotide binding,ATP binding,aminoacyl-tRNA ligase activity,tRNA aminoacylation for protein translation,nucleotide binding,cytoplasm,ATP binding,aminoacyl-tRNA ligase activity,ATP binding,ligase activity","MF,BP,MF,MF,MF,MF,BP,MF,CC,MF,MF,MF,MF"
XP_003659293.1,"GO:0030276,GO:0048268,GO:0005545,GO:0030136,GO:0005543","clathrin binding,clathrin coat assembly,1-phosphatidylinositol binding,clathrin-coated vesicle,phospholipid binding","MF,BP,MF,CC,MF"
XP_003659294.1,"GO:0005675,GO:0061575,GO:0006289,GO:0045737","transcription factor TFIIH holo complex,cyclin-dependent protein serine/threonine kinase activator activity,nucleotide-excision repair,positive regulation of cyclin-dependent protein serine/threonine kinase activity","CC,MF,BP,BP"
XP_003659300.1,GO:0005515,protein binding,MF
XP_003659301.1,GO:0005515,protein binding,MF
XP_003659303.1,"GO:0055085,GO:0008324,GO:0016021,GO:0006812","transmembrane transport,cation transmembrane transporter activity,integral component of membrane,cation transport","BP,MF,CC,BP"
XP_003659307.1,"GO:0009395,GO:0004620","phospholipid catabolic process,phospholipase activity","BP,MF"
XP_003659308.1,"GO:0016491,GO:0055114,GO:0004399,GO:0000105,GO:0046872,GO:0051287,GO:0055114,GO:0004399,GO:0000105,GO:0004636,GO:0004635,GO:0055114,GO:0004636,GO:0000105,GO:0004399,GO:0000105,GO:0055114,GO:0004635,GO:0000105","oxidoreductase activity,oxidation-reduction process,histidinol dehydrogenase activity,histidine biosynthetic process,metal ion binding,NAD binding,oxidation-reduction process,histidinol dehydrogenase activity,histidine biosynthetic process,phosphoribosyl-ATP diphosphatase activity,phosphoribosyl-AMP cyclohydrolase activity,oxidation-reduction process,phosphoribosyl-ATP diphosphatase activity,histidine biosynthetic process,histidinol dehydrogenase activity,histidine biosynthetic process,oxidation-reduction process,phosphoribosyl-AMP cyclohydrolase activity,histidine biosynthetic process","MF,BP,MF,BP,MF,MF,BP,MF,BP,MF,MF,BP,MF,BP,MF,BP,BP,MF,BP"
XP_003659309.1,"GO:0006352,GO:0046982","DNA-templated transcription, initiation,protein heterodimerization activity","BP,MF"
XP_003659311.1,GO:0005515,protein binding,MF
XP_003659313.1,"GO:0003884,GO:0055114,GO:0016491,GO:0055114,GO:0003884,GO:0046416,GO:0071949","D-amino-acid oxidase activity,oxidation-reduction process,oxidoreductase activity,oxidation-reduction process,D-amino-acid oxidase activity,D-amino acid metabolic process,FAD binding","MF,BP,MF,BP,MF,BP,MF"
XP_003659315.1,"GO:0006364,GO:0032040","rRNA processing,small-subunit processome","BP,CC"
XP_003659316.1,"GO:0016020,GO:0004571,GO:0005509,GO:0003824","membrane,mannosyl-oligosaccharide 1,2-alpha-mannosidase activity,calcium ion binding,catalytic activity","CC,MF,MF,MF"
XP_003659317.1,"GO:0047429,GO:0004829,GO:0005737,GO:0005524,GO:0006435,GO:0005524,GO:0006418,GO:0004812,GO:0000166","nucleoside-triphosphate diphosphatase activity,threonine-tRNA ligase activity,cytoplasm,ATP binding,threonyl-tRNA aminoacylation,ATP binding,tRNA aminoacylation for protein translation,aminoacyl-tRNA ligase activity,nucleotide binding","MF,MF,CC,MF,BP,MF,BP,MF,MF"
XP_003659319.1,"GO:0009039,GO:0016151,GO:0006807,GO:0016787,GO:0016151,GO:0043419,GO:0016151,GO:0009039,GO:0016810","urease activity,nickel cation binding,nitrogen compound metabolic process,hydrolase activity,nickel cation binding,urea catabolic process,nickel cation binding,urease activity,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","MF,MF,BP,MF,MF,BP,MF,MF,MF"
XP_003659323.1,"GO:0005975,GO:0008810","carbohydrate metabolic process,cellulase activity","BP,MF"
XP_003659324.1,GO:0006914,autophagy,BP
XP_003659325.1,"GO:0016020,GO:0006886,GO:0016020,GO:0016192","membrane,intracellular protein transport,membrane,vesicle-mediated transport","CC,BP,CC,BP"
XP_003659326.1,"GO:0005634,GO:0042393,GO:0046982","nucleus,histone binding,protein heterodimerization activity","CC,MF,MF"
XP_003659327.1,"GO:0006468,GO:0005524,GO:0004672,GO:0005524,GO:0006468,GO:0004672","protein phosphorylation,ATP binding,protein kinase activity,ATP binding,protein phosphorylation,protein kinase activity","BP,MF,MF,MF,BP,MF"
XP_003659329.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270,GO:0006351,GO:0005634,GO:0003677,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding,transcription, DNA-templated,nucleus,DNA binding,zinc ion binding","CC,BP,MF,MF,BP,CC,MF,MF"
XP_003659330.1,"GO:0004754,GO:0009085","saccharopine dehydrogenase (NAD+, L-lysine-forming) activity,lysine biosynthetic process","MF,BP"
