id,GO,ONTOLOGY,GO_type
XP_011394986.1,"GO:0008121,GO:0006122","ubiquinol-cytochrome-c reductase activity,mitochondrial electron transport, ubiquinol to cytochrome c","MF,BP"
XP_011394988.1,"GO:0022857,GO:0055085","transmembrane transporter activity,transmembrane transport","MF,BP"
XP_011394990.1,"GO:0003677,GO:0005634,GO:0006351,GO:0008270","DNA binding,nucleus,transcription, DNA-templated,zinc ion binding","MF,CC,BP,MF"
XP_011394991.1,"GO:0003677,GO:0005634,GO:0006351,GO:0008270","DNA binding,nucleus,transcription, DNA-templated,zinc ion binding","MF,CC,BP,MF"
XP_011394992.1,GO:0016787,hydrolase activity,MF
XP_011394995.1,"GO:0016021,GO:0006812,GO:0055085,GO:0008324,GO:0006816,GO:0015369,GO:0016021,GO:0055085","integral component of membrane,cation transport,transmembrane transport,cation transmembrane transporter activity,calcium ion transport,calcium:proton antiporter activity,integral component of membrane,transmembrane transport","CC,BP,BP,MF,BP,MF,CC,BP"
XP_011395014.1,GO:0004842,ubiquitin-protein transferase activity,MF
XP_011395015.1,GO:0004842,ubiquitin-protein transferase activity,MF
XP_011395016.1,GO:0004842,ubiquitin-protein transferase activity,MF
XP_011395017.1,GO:0004842,ubiquitin-protein transferase activity,MF
XP_011395018.1,"GO:0000145,GO:0006887","exocyst,exocytosis","CC,BP"
XP_011395019.1,"GO:0000145,GO:0006887","exocyst,exocytosis","CC,BP"
XP_011395023.1,"GO:0042545,GO:0030599","cell wall modification,pectinesterase activity","BP,MF"
XP_011395027.1,"GO:0005347,GO:0055085","ATP transmembrane transporter activity,transmembrane transport","MF,BP"
XP_011395035.1,"GO:0019205,GO:0006139,GO:0005524","nucleobase-containing compound kinase activity,nucleobase-containing compound metabolic process,ATP binding","MF,BP,MF"
XP_011395036.1,"GO:0016765,GO:0009820","transferase activity, transferring alkyl or aryl (other than methyl) groups,alkaloid metabolic process","MF,BP"
XP_011395043.1,"GO:0003677,GO:0006289,GO:0003684,GO:0005634","DNA binding,nucleotide-excision repair,damaged DNA binding,nucleus","MF,BP,MF,CC"
XP_011395048.1,"GO:0033617,GO:0005758","mitochondrial cytochrome c oxidase assembly,mitochondrial intermembrane space","BP,CC"
XP_011395051.1,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,BP
XP_011395052.1,"GO:0032259,GO:0008168,GO:0001510,GO:0008168","methylation,methyltransferase activity,RNA methylation,methyltransferase activity","BP,MF,BP,MF"
XP_011395053.1,"GO:0001510,GO:0008168,GO:0032259,GO:0008168","RNA methylation,methyltransferase activity,methylation,methyltransferase activity","BP,MF,BP,MF"
XP_011395054.1,GO:0046872,metal ion binding,MF
XP_011395056.1,"GO:0016021,GO:0004252","integral component of membrane,serine-type endopeptidase activity","CC,MF"
XP_011395058.1,GO:0008080,N-acetyltransferase activity,MF
XP_011395059.1,"GO:0042025,GO:0008270,GO:0000981,GO:0006355","host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated","CC,MF,MF,BP"
XP_011395060.1,GO:0005515,protein binding,MF
XP_011395068.1,"GO:0016021,GO:0022857,GO:0055085","integral component of membrane,transmembrane transporter activity,transmembrane transport","CC,MF,BP"
XP_011395073.1,"GO:0005515,GO:0045292","protein binding,mRNA cis splicing, via spliceosome","MF,BP"
XP_011395074.1,GO:0003824,catalytic activity,MF
XP_011395087.1,GO:0016787,hydrolase activity,MF
XP_011395093.1,GO:0016758,"transferase activity, transferring hexosyl groups",MF
XP_011395094.1,GO:0016758,"transferase activity, transferring hexosyl groups",MF
XP_011395096.1,"GO:0005840,GO:0003735,GO:0006412,GO:0006412","ribosome,structural constituent of ribosome,translation,translation","CC,MF,BP,BP"
XP_011395105.1,GO:0016787,hydrolase activity,MF
XP_011395109.1,"GO:0016831,GO:0030976,GO:0000287,GO:0030976,GO:0003824,GO:0030976","carboxy-lyase activity,thiamine pyrophosphate binding,magnesium ion binding,thiamine pyrophosphate binding,catalytic activity,thiamine pyrophosphate binding","MF,MF,MF,MF,MF,MF"
XP_011395110.1,"GO:0030976,GO:0003824,GO:0030976,GO:0030976,GO:0000287,GO:0016831","thiamine pyrophosphate binding,catalytic activity,thiamine pyrophosphate binding,thiamine pyrophosphate binding,magnesium ion binding,carboxy-lyase activity","MF,MF,MF,MF,MF,MF"
XP_011395111.1,"GO:0004672,GO:0006468,GO:0005524,GO:0005524,GO:0004672,GO:0006468","protein kinase activity,protein phosphorylation,ATP binding,ATP binding,protein kinase activity,protein phosphorylation","MF,BP,MF,MF,MF,BP"
XP_011395112.1,"GO:0004672,GO:0006468,GO:0005524,GO:0005524,GO:0004672,GO:0006468","protein kinase activity,protein phosphorylation,ATP binding,ATP binding,protein kinase activity,protein phosphorylation","MF,BP,MF,MF,MF,BP"
XP_011395113.1,"GO:0004571,GO:0005509,GO:0016020,GO:0003824,GO:0005509,GO:0004571,GO:0016020","mannosyl-oligosaccharide 1,2-alpha-mannosidase activity,calcium ion binding,membrane,catalytic activity,calcium ion binding,mannosyl-oligosaccharide 1,2-alpha-mannosidase activity,membrane","MF,MF,CC,MF,MF,MF,CC"
XP_011395115.1,"GO:0016592,GO:0003712,GO:0006357","mediator complex,transcription coregulator activity,regulation of transcription by RNA polymerase II","CC,MF,BP"
XP_011395118.1,"GO:0000902,GO:0007023,GO:0015631","cell morphogenesis,post-chaperonin tubulin folding pathway,tubulin binding","BP,BP,MF"
XP_011395119.1,"GO:0000902,GO:0007023","cell morphogenesis,post-chaperonin tubulin folding pathway","BP,BP"
XP_011395120.1,"GO:0016021,GO:0006506,GO:0017176","integral component of membrane,GPI anchor biosynthetic process,phosphatidylinositol N-acetylglucosaminyltransferase activity","CC,BP,MF"
XP_011395122.1,"GO:0016272,GO:0006457","prefoldin complex,protein folding","CC,BP"
XP_011395123.1,"GO:0016272,GO:0006457","prefoldin complex,protein folding","CC,BP"
XP_011395124.1,"GO:0005634,GO:0005737,GO:0007623,GO:0006355","nucleus,cytoplasm,circadian rhythm,regulation of transcription, DNA-templated","CC,CC,BP,BP"
XP_011395126.1,"GO:0005634,GO:0005737,GO:0007623,GO:0006355","nucleus,cytoplasm,circadian rhythm,regulation of transcription, DNA-templated","CC,CC,BP,BP"
XP_011395129.1,"GO:0008080,GO:0034470,GO:0016072,GO:0008080,GO:0005524","N-acetyltransferase activity,ncRNA processing,rRNA metabolic process,N-acetyltransferase activity,ATP binding","MF,BP,BP,MF,MF"
XP_011395130.1,"GO:0003747,GO:0006415","translation release factor activity,translational termination","MF,BP"
XP_011395140.1,"GO:0046872,GO:0006525,GO:0004053,GO:0046872,GO:0016813,GO:0046872","metal ion binding,arginine metabolic process,arginase activity,metal ion binding,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines,metal ion binding","MF,BP,MF,MF,MF,MF"
XP_011395141.1,"GO:0046872,GO:0006525,GO:0004053,GO:0016813,GO:0046872,GO:0046872","metal ion binding,arginine metabolic process,arginase activity,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines,metal ion binding,metal ion binding","MF,BP,MF,MF,MF,MF"
XP_011395146.1,GO:0005515,protein binding,MF
XP_011395149.1,"GO:0030433,GO:0101005,GO:0004843,GO:0016579","ubiquitin-dependent ERAD pathway,ubiquitinyl hydrolase activity,thiol-dependent ubiquitin-specific protease activity,protein deubiquitination","BP,MF,MF,BP"
XP_011395150.1,"GO:0008270,GO:0006355,GO:0043565,GO:0005515,GO:0008270,GO:0006355","zinc ion binding,regulation of transcription, DNA-templated,sequence-specific DNA binding,protein binding,zinc ion binding,regulation of transcription, DNA-templated","MF,BP,MF,MF,MF,BP"
XP_011395154.1,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",MF
XP_011395155.1,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",MF
XP_011395157.1,"GO:0005737,GO:0004829,GO:0006435,GO:0005524,GO:0004812,GO:0043039,GO:0005524,GO:0000166,GO:0004812,GO:0006418,GO:0005524,GO:0000166","cytoplasm,threonine-tRNA ligase activity,threonyl-tRNA aminoacylation,ATP binding,aminoacyl-tRNA ligase activity,tRNA aminoacylation,ATP binding,nucleotide binding,aminoacyl-tRNA ligase activity,tRNA aminoacylation for protein translation,ATP binding,nucleotide binding","CC,MF,BP,MF,MF,BP,MF,MF,MF,BP,MF,MF"
XP_011395160.1,GO:0005515,protein binding,MF
XP_011395161.1,"GO:0004672,GO:0006468,GO:0004707,GO:0006468,GO:0005524,GO:0004672,GO:0006468,GO:0005524,GO:0005524","protein kinase activity,protein phosphorylation,MAP kinase activity,protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation,ATP binding,ATP binding","MF,BP,MF,BP,MF,MF,BP,MF,MF"
XP_011395163.1,GO:0003676,nucleic acid binding,MF
XP_011395164.1,GO:0003676,nucleic acid binding,MF
XP_011395167.1,"GO:0006661,GO:0070772","phosphatidylinositol biosynthetic process,PAS complex","BP,CC"
XP_011395168.1,"GO:0006661,GO:0070772","phosphatidylinositol biosynthetic process,PAS complex","BP,CC"
XP_011395171.1,"GO:0070652,GO:0051225","HAUS complex,spindle assembly","CC,BP"
XP_011395174.1,GO:0005524,ATP binding,MF
XP_011395176.1,"GO:0016197,GO:0031932,GO:0005546,GO:0038203,GO:0030036","endosomal transport,TORC2 complex,phosphatidylinositol-4,5-bisphosphate binding,TORC2 signaling,actin cytoskeleton organization","BP,CC,MF,BP,BP"
XP_011395177.1,"GO:0016197,GO:0031932,GO:0005546,GO:0038203,GO:0030036","endosomal transport,TORC2 complex,phosphatidylinositol-4,5-bisphosphate binding,TORC2 signaling,actin cytoskeleton organization","BP,CC,MF,BP,BP"
XP_011395178.1,GO:0008168,methyltransferase activity,MF
XP_011395179.1,GO:0008168,methyltransferase activity,MF
XP_011395182.1,"GO:0008270,GO:0003676","zinc ion binding,nucleic acid binding","MF,MF"
XP_011395183.1,"GO:0008270,GO:0003676","zinc ion binding,nucleic acid binding","MF,MF"
XP_011395184.1,"GO:0004794,GO:0009097,GO:0030170,GO:0006520","L-threonine ammonia-lyase activity,isoleucine biosynthetic process,pyridoxal phosphate binding,cellular amino acid metabolic process","MF,BP,MF,BP"
XP_011395185.1,"GO:0004794,GO:0009097","L-threonine ammonia-lyase activity,isoleucine biosynthetic process","MF,BP"
XP_011395187.1,"GO:0003887,GO:0006281,GO:0006281,GO:0003684","DNA-directed DNA polymerase activity,DNA repair,DNA repair,damaged DNA binding","MF,BP,BP,MF"
XP_011395189.1,"GO:0016020,GO:0016192,GO:0016020","membrane,vesicle-mediated transport,membrane","CC,BP,CC"
XP_011395190.1,"GO:0016192,GO:0016020,GO:0016020","vesicle-mediated transport,membrane,membrane","BP,CC,CC"
XP_011395192.1,"GO:0016020,GO:0016192,GO:0016020","membrane,vesicle-mediated transport,membrane","CC,BP,CC"
XP_011395193.1,"GO:0005515,GO:0006412,GO:0005840,GO:0003735,GO:0006412","protein binding,translation,ribosome,structural constituent of ribosome,translation","MF,BP,CC,MF,BP"
XP_011395196.1,"GO:0022857,GO:0016020,GO:0055085,GO:0016021,GO:0006865,GO:0055085","transmembrane transporter activity,membrane,transmembrane transport,integral component of membrane,amino acid transport,transmembrane transport","MF,CC,BP,CC,BP,BP"
XP_011395197.1,GO:0005515,protein binding,MF
XP_011395198.1,GO:0005515,protein binding,MF
XP_011395199.1,GO:0005515,protein binding,MF
XP_011395201.1,"GO:0048193,GO:0030008","Golgi vesicle transport,TRAPP complex","BP,CC"
XP_011395202.1,"GO:0048193,GO:0030008","Golgi vesicle transport,TRAPP complex","BP,CC"
XP_011395203.1,"GO:0008270,GO:0003676","zinc ion binding,nucleic acid binding","MF,MF"
XP_011395206.1,"GO:0003824,GO:0030170,GO:0004372,GO:0019264,GO:0035999,GO:0030170","catalytic activity,pyridoxal phosphate binding,glycine hydroxymethyltransferase activity,glycine biosynthetic process from serine,tetrahydrofolate interconversion,pyridoxal phosphate binding","MF,MF,MF,BP,BP,MF"
XP_011395216.1,"GO:0004497,GO:0055114,GO:0016705","monooxygenase activity,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF,BP,MF"
XP_011395218.1,GO:0005515,protein binding,MF
XP_011395220.1,GO:0005515,protein binding,MF
XP_011395221.1,GO:0005515,protein binding,MF
XP_011395223.1,"GO:0005840,GO:0003735,GO:0006412","ribosome,structural constituent of ribosome,translation","CC,MF,BP"
XP_011395224.1,"GO:0016765,GO:0016740,GO:0009058,GO:0051996,GO:0004310,GO:0016021,GO:0008610","transferase activity, transferring alkyl or aryl (other than methyl) groups,transferase activity,biosynthetic process,squalene synthase activity,farnesyl-diphosphate farnesyltransferase activity,integral component of membrane,lipid biosynthetic process","MF,MF,BP,MF,MF,CC,BP"
XP_011395225.1,"GO:0016765,GO:0016740,GO:0009058,GO:0016021,GO:0008610,GO:0051996,GO:0004310","transferase activity, transferring alkyl or aryl (other than methyl) groups,transferase activity,biosynthetic process,integral component of membrane,lipid biosynthetic process,squalene synthase activity,farnesyl-diphosphate farnesyltransferase activity","MF,MF,BP,CC,BP,MF,MF"
XP_011395231.1,"GO:0006096,GO:0004743,GO:0030955,GO:0000287,GO:0003824,GO:0004743,GO:0006096","glycolytic process,pyruvate kinase activity,potassium ion binding,magnesium ion binding,catalytic activity,pyruvate kinase activity,glycolytic process","BP,MF,MF,MF,MF,MF,BP"
XP_011395237.1,"GO:0003700,GO:0006357","DNA-binding transcription factor activity,regulation of transcription by RNA polymerase II","MF,BP"
XP_011395238.1,"GO:0003700,GO:0006357","DNA-binding transcription factor activity,regulation of transcription by RNA polymerase II","MF,BP"
XP_011395242.1,GO:0009228,thiamine biosynthetic process,BP
XP_011395247.1,"GO:0003677,GO:0000786,GO:0042025,GO:0006334,GO:0003677,GO:0000786,GO:0006334","DNA binding,nucleosome,host cell nucleus,nucleosome assembly,DNA binding,nucleosome,nucleosome assembly","MF,CC,CC,BP,MF,CC,BP"
XP_011395248.1,"GO:0003677,GO:0000786,GO:0042025,GO:0006334,GO:0003677,GO:0000786,GO:0006334","DNA binding,nucleosome,host cell nucleus,nucleosome assembly,DNA binding,nucleosome,nucleosome assembly","MF,CC,CC,BP,MF,CC,BP"
XP_011395251.1,"GO:0005847,GO:0006378,GO:0006379","mRNA cleavage and polyadenylation specificity factor complex,mRNA polyadenylation,mRNA cleavage","CC,BP,BP"
XP_011395263.1,GO:0016192,vesicle-mediated transport,BP
XP_011395268.1,"GO:0016491,GO:0055114,GO:0016491,GO:0055114,GO:0030151","oxidoreductase activity,oxidation-reduction process,oxidoreductase activity,oxidation-reduction process,molybdenum ion binding","MF,BP,MF,BP,MF"
XP_011395273.1,"GO:0004672,GO:0006468,GO:0005524,GO:0004672,GO:0006468","protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation","MF,BP,MF,MF,BP"
XP_011395274.1,"GO:0004672,GO:0006468,GO:0005524,GO:0004672,GO:0006468","protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation","MF,BP,MF,MF,BP"
XP_011395277.1,"GO:0046540,GO:0000398","U4/U6 x U5 tri-snRNP complex,mRNA splicing, via spliceosome","CC,BP"
XP_011395279.1,"GO:0016740,GO:0003824,GO:0031177","transferase activity,catalytic activity,phosphopantetheine binding","MF,MF,MF"
XP_011395281.1,"GO:0005975,GO:0004553,GO:0000272,GO:0052761,GO:0005576,GO:0004553","carbohydrate metabolic process,hydrolase activity, hydrolyzing O-glycosyl compounds,polysaccharide catabolic process,exo-1,4-beta-D-glucosaminidase activity,extracellular region,hydrolase activity, hydrolyzing O-glycosyl compounds","BP,MF,BP,MF,CC,MF"
XP_011395282.1,"GO:0004553,GO:0005975,GO:0004553,GO:0000272,GO:0052761,GO:0005576","hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process,hydrolase activity, hydrolyzing O-glycosyl compounds,polysaccharide catabolic process,exo-1,4-beta-D-glucosaminidase activity,extracellular region","MF,BP,MF,BP,MF,CC"
XP_011395288.1,"GO:0070940,GO:0008420,GO:0005634,GO:0004721","dephosphorylation of RNA polymerase II C-terminal domain,RNA polymerase II CTD heptapeptide repeat phosphatase activity,nucleus,phosphoprotein phosphatase activity","BP,MF,CC,MF"
XP_011395289.1,"GO:0016758,GO:0005975,GO:0030259","transferase activity, transferring hexosyl groups,carbohydrate metabolic process,lipid glycosylation","MF,BP,BP"
XP_011395292.1,GO:0016491,oxidoreductase activity,MF
XP_011395293.1,GO:0016491,oxidoreductase activity,MF
XP_011395294.1,GO:0005515,protein binding,MF
XP_011395298.1,"GO:0022857,GO:0022857,GO:0055085","transmembrane transporter activity,transmembrane transporter activity,transmembrane transport","MF,MF,BP"
XP_011395300.1,"GO:0046872,GO:0055114,GO:0004784,GO:0006801,GO:0046872,GO:0055114,GO:0006801,GO:0004784","metal ion binding,oxidation-reduction process,superoxide dismutase activity,superoxide metabolic process,metal ion binding,oxidation-reduction process,superoxide metabolic process,superoxide dismutase activity","MF,BP,MF,BP,MF,BP,BP,MF"
XP_011395301.1,"GO:0046872,GO:0055114,GO:0004784,GO:0006801,GO:0046872,GO:0055114,GO:0006801,GO:0004784","metal ion binding,oxidation-reduction process,superoxide dismutase activity,superoxide metabolic process,metal ion binding,oxidation-reduction process,superoxide metabolic process,superoxide dismutase activity","MF,BP,MF,BP,MF,BP,BP,MF"
XP_011395303.1,"GO:0006817,GO:0005315,GO:0016020","phosphate ion transport,inorganic phosphate transmembrane transporter activity,membrane","BP,MF,CC"
XP_011395308.1,"GO:0055114,GO:0016705","oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","BP,MF"
XP_011395309.1,"GO:0055114,GO:0016705","oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","BP,MF"
